local_path,local_branch,local_basename,local_extension,local_size,local_md5,local_sha1,status,remote_path,remote_branch,remote_extension,remote_size,remote_md5,remote_sha1,same_basename_remote_count,note
"1-Dinas,1848-1879,LR1827/images/1555__M_00011.jpg","1-Dinas,1848-1879,LR1827",1555__M_00011.jpg,.jpg,552330,7bacc872837319aafdb28c256cc7060f,f75e9dbe12e2dc5f8e1e3e248668db7a4c42d627,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00011.jpg","1-Dinas,1848-1879,LR1827",.jpg,552330,7bacc872837319aafdb28c256cc7060f,f75e9dbe12e2dc5f8e1e3e248668db7a4c42d627,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00012.jpg","1-Dinas,1848-1879,LR1827",1555__M_00012.jpg,.jpg,548910,a94fdc7068e28a937892630aed5704d8,f90b4f41b00b368ceccddf43c3cf1be5d1a994cf,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00012.jpg","1-Dinas,1848-1879,LR1827",.jpg,548910,a94fdc7068e28a937892630aed5704d8,f90b4f41b00b368ceccddf43c3cf1be5d1a994cf,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00013.jpg","1-Dinas,1848-1879,LR1827",1555__M_00013.jpg,.jpg,560347,f8014d6ed4fb71426973e607c9acdeb6,b4795acf9a85653747cae66747d1e10d1a7f3ec8,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00013.jpg","1-Dinas,1848-1879,LR1827",.jpg,560347,f8014d6ed4fb71426973e607c9acdeb6,b4795acf9a85653747cae66747d1e10d1a7f3ec8,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00014.jpg","1-Dinas,1848-1879,LR1827",1555__M_00014.jpg,.jpg,535771,db8f23b1cc3eaf6819ba743e1715f10b,bb494fc5e2f17651cc1d0d939ed95201cb4133c6,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00014.jpg","1-Dinas,1848-1879,LR1827",.jpg,535771,db8f23b1cc3eaf6819ba743e1715f10b,bb494fc5e2f17651cc1d0d939ed95201cb4133c6,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00015.jpg","1-Dinas,1848-1879,LR1827",1555__M_00015.jpg,.jpg,545714,9946258b9f5f60a5437654b99e442911,8c7b222960923b5f972046b6158b05272a205dc2,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00015.jpg","1-Dinas,1848-1879,LR1827",.jpg,545714,9946258b9f5f60a5437654b99e442911,8c7b222960923b5f972046b6158b05272a205dc2,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00016.jpg","1-Dinas,1848-1879,LR1827",1555__M_00016.jpg,.jpg,543383,1c64f58afa2cd96ae72edc59d7bd88bf,30bd828c4e53bd9c1e6413fe558bf43af950d82a,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00016.jpg","1-Dinas,1848-1879,LR1827",.jpg,543383,1c64f58afa2cd96ae72edc59d7bd88bf,30bd828c4e53bd9c1e6413fe558bf43af950d82a,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00017.jpg","1-Dinas,1848-1879,LR1827",1555__M_00017.jpg,.jpg,548000,8377276892661ef0c2cf2af7b7645ecc,a60e73e28bda236b25a13838b0cb372c5f041e41,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00017.jpg","1-Dinas,1848-1879,LR1827",.jpg,548000,8377276892661ef0c2cf2af7b7645ecc,a60e73e28bda236b25a13838b0cb372c5f041e41,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00018.jpg","1-Dinas,1848-1879,LR1827",1555__M_00018.jpg,.jpg,579632,a0484082f045061c5f9a1ec6b7ae7ac0,aa877dbb68a0b0aa1a47cac7d68f15f41f260664,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00018.jpg","1-Dinas,1848-1879,LR1827",.jpg,579632,a0484082f045061c5f9a1ec6b7ae7ac0,aa877dbb68a0b0aa1a47cac7d68f15f41f260664,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00019.jpg","1-Dinas,1848-1879,LR1827",1555__M_00019.jpg,.jpg,634027,ae172e7991a4b064593dbc024ff88191,79beb4aa127dffcc6fb0ad629c48de11045e408b,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00019.jpg","1-Dinas,1848-1879,LR1827",.jpg,634027,ae172e7991a4b064593dbc024ff88191,79beb4aa127dffcc6fb0ad629c48de11045e408b,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00020.jpg","1-Dinas,1848-1879,LR1827",1555__M_00020.jpg,.jpg,666926,37dae78bc02a699ac0f17e3471483f23,b2b69bcbe5453afa23fe7bcc2d885e91bf5553c6,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00020.jpg","1-Dinas,1848-1879,LR1827",.jpg,666926,37dae78bc02a699ac0f17e3471483f23,b2b69bcbe5453afa23fe7bcc2d885e91bf5553c6,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00021.jpg","1-Dinas,1848-1879,LR1827",1555__M_00021.jpg,.jpg,657876,43bb23837ba00bf1032acc36654c98cb,c424c97805519857dba80ef1fec54e99b5ad4c0c,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00021.jpg","1-Dinas,1848-1879,LR1827",.jpg,657876,43bb23837ba00bf1032acc36654c98cb,c424c97805519857dba80ef1fec54e99b5ad4c0c,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00022.jpg","1-Dinas,1848-1879,LR1827",1555__M_00022.jpg,.jpg,665660,f36c1b7ed1988d3db5a6ae016494484a,13333b7b09fa1f89982d756e2ea88bab1fee3312,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00022.jpg","1-Dinas,1848-1879,LR1827",.jpg,665660,f36c1b7ed1988d3db5a6ae016494484a,13333b7b09fa1f89982d756e2ea88bab1fee3312,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00023.jpg","1-Dinas,1848-1879,LR1827",1555__M_00023.jpg,.jpg,655249,13961864a3ad0d8830e813a7bcb5c30c,d08b9e61e5596d068741a7dfd1523e8b6e4eae13,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00023.jpg","1-Dinas,1848-1879,LR1827",.jpg,655249,13961864a3ad0d8830e813a7bcb5c30c,d08b9e61e5596d068741a7dfd1523e8b6e4eae13,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00024.jpg","1-Dinas,1848-1879,LR1827",1555__M_00024.jpg,.jpg,601966,1cc7b3264302186103fda26a2eaa7533,7efe19c40699a5b39237349210c99e8c47efb469,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00024.jpg","1-Dinas,1848-1879,LR1827",.jpg,601966,1cc7b3264302186103fda26a2eaa7533,7efe19c40699a5b39237349210c99e8c47efb469,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00025.jpg","1-Dinas,1848-1879,LR1827",1555__M_00025.jpg,.jpg,646451,8a853eee241cb2ebd0f63b17c4a359f7,8b3c75d2bc4261771b14b33b1ab3aed10a470f4c,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00025.jpg","1-Dinas,1848-1879,LR1827",.jpg,646451,8a853eee241cb2ebd0f63b17c4a359f7,8b3c75d2bc4261771b14b33b1ab3aed10a470f4c,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00026.jpg","1-Dinas,1848-1879,LR1827",1555__M_00026.jpg,.jpg,604017,bac5eabf366cfe97b40eca1e3faccaae,e67335e3e44b47111389001ead707345a17df142,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00026.jpg","1-Dinas,1848-1879,LR1827",.jpg,604017,bac5eabf366cfe97b40eca1e3faccaae,e67335e3e44b47111389001ead707345a17df142,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00027.jpg","1-Dinas,1848-1879,LR1827",1555__M_00027.jpg,.jpg,631644,975a2b8e126c68e6b7196b23eba5f35e,d17ea337896729df1eb582408b719fd311d0f3e9,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00027.jpg","1-Dinas,1848-1879,LR1827",.jpg,631644,975a2b8e126c68e6b7196b23eba5f35e,d17ea337896729df1eb582408b719fd311d0f3e9,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00028.jpg","1-Dinas,1848-1879,LR1827",1555__M_00028.jpg,.jpg,627245,9aea9211efab3c35d2fe7d9dee576ce1,7f96808be0206b977bf23724d2c7ab3262cc5ef9,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00028.jpg","1-Dinas,1848-1879,LR1827",.jpg,627245,9aea9211efab3c35d2fe7d9dee576ce1,7f96808be0206b977bf23724d2c7ab3262cc5ef9,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00029.jpg","1-Dinas,1848-1879,LR1827",1555__M_00029.jpg,.jpg,618203,1a791ccae3777ae2424b971a057dddf0,8ff47e287c5c937f124c660a6c86f36c57bc57fc,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00029.jpg","1-Dinas,1848-1879,LR1827",.jpg,618203,1a791ccae3777ae2424b971a057dddf0,8ff47e287c5c937f124c660a6c86f36c57bc57fc,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00030.jpg","1-Dinas,1848-1879,LR1827",1555__M_00030.jpg,.jpg,627939,33161968c7a30114b6d398185983a0b3,bdb2e59ae7ccf6dd1d6319cf19f920f30166706d,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00030.jpg","1-Dinas,1848-1879,LR1827",.jpg,627939,33161968c7a30114b6d398185983a0b3,bdb2e59ae7ccf6dd1d6319cf19f920f30166706d,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00031.jpg","1-Dinas,1848-1879,LR1827",1555__M_00031.jpg,.jpg,639259,873ca07cc74ec8c56a015bf411d7fbf5,7e08502b1e480259a68bc814c83e045362f6e2ae,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00031.jpg","1-Dinas,1848-1879,LR1827",.jpg,639259,873ca07cc74ec8c56a015bf411d7fbf5,7e08502b1e480259a68bc814c83e045362f6e2ae,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00032.jpg","1-Dinas,1848-1879,LR1827",1555__M_00032.jpg,.jpg,605022,128aa63a10d72a065de3e85887c99d3b,55e37e157477d307c8c3692d502164598c53fb8d,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00032.jpg","1-Dinas,1848-1879,LR1827",.jpg,605022,128aa63a10d72a065de3e85887c99d3b,55e37e157477d307c8c3692d502164598c53fb8d,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00033.jpg","1-Dinas,1848-1879,LR1827",1555__M_00033.jpg,.jpg,595738,6188e33b33ed4f03728ab2ed043d6985,c718db5bc2e00911d16ced57d624b00e172bbd44,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00033.jpg","1-Dinas,1848-1879,LR1827",.jpg,595738,6188e33b33ed4f03728ab2ed043d6985,c718db5bc2e00911d16ced57d624b00e172bbd44,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00034.jpg","1-Dinas,1848-1879,LR1827",1555__M_00034.jpg,.jpg,685574,c258e1c17679ab5c2407a65ff6a5fb04,76bee36fdd8f4dfbb5763e2fc565e6478a8b67ab,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00034.jpg","1-Dinas,1848-1879,LR1827",.jpg,685574,c258e1c17679ab5c2407a65ff6a5fb04,76bee36fdd8f4dfbb5763e2fc565e6478a8b67ab,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00035.jpg","1-Dinas,1848-1879,LR1827",1555__M_00035.jpg,.jpg,642717,3b085b3fcdd8a04d35faf0267b207f0f,5448e25b1a610757dcaaace624b7686680254998,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00035.jpg","1-Dinas,1848-1879,LR1827",.jpg,642717,3b085b3fcdd8a04d35faf0267b207f0f,5448e25b1a610757dcaaace624b7686680254998,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00036.jpg","1-Dinas,1848-1879,LR1827",1555__M_00036.jpg,.jpg,693825,cf83c6d0daabb069f812a3700008eb93,7f097f2f68c9f7831e078dd64b40020481b627da,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00036.jpg","1-Dinas,1848-1879,LR1827",.jpg,693825,cf83c6d0daabb069f812a3700008eb93,7f097f2f68c9f7831e078dd64b40020481b627da,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00037.jpg","1-Dinas,1848-1879,LR1827",1555__M_00037.jpg,.jpg,625510,70af1df10bf66b031febae734aa7eb44,509c2a791133cae7e90fd9f8fcd5ac02af3e4e57,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00037.jpg","1-Dinas,1848-1879,LR1827",.jpg,625510,70af1df10bf66b031febae734aa7eb44,509c2a791133cae7e90fd9f8fcd5ac02af3e4e57,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00038.jpg","1-Dinas,1848-1879,LR1827",1555__M_00038.jpg,.jpg,714125,c05fd7ce94f21f2da498184920ebda02,09552929749e3e8f93a9a47850ecf1abfaa5bcd9,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00038.jpg","1-Dinas,1848-1879,LR1827",.jpg,714125,c05fd7ce94f21f2da498184920ebda02,09552929749e3e8f93a9a47850ecf1abfaa5bcd9,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00039.jpg","1-Dinas,1848-1879,LR1827",1555__M_00039.jpg,.jpg,645398,89ab684aa3c2bda626546013657e8f82,41debfb212fd6bfdf79742ed8208a1138e3a306b,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00039.jpg","1-Dinas,1848-1879,LR1827",.jpg,645398,89ab684aa3c2bda626546013657e8f82,41debfb212fd6bfdf79742ed8208a1138e3a306b,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00040.jpg","1-Dinas,1848-1879,LR1827",1555__M_00040.jpg,.jpg,640575,93ec69aae413fc8bf5fdbaa16df375e3,f0393d8b103e2b784bd4b361f791865db3346c3a,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00040.jpg","1-Dinas,1848-1879,LR1827",.jpg,640575,93ec69aae413fc8bf5fdbaa16df375e3,f0393d8b103e2b784bd4b361f791865db3346c3a,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00041.jpg","1-Dinas,1848-1879,LR1827",1555__M_00041.jpg,.jpg,649384,b1b0db3c3b0cfaecef06185a17d8932b,19e74a6e57824e3ecfce39843de31c2e9cc0f8c5,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00041.jpg","1-Dinas,1848-1879,LR1827",.jpg,649384,b1b0db3c3b0cfaecef06185a17d8932b,19e74a6e57824e3ecfce39843de31c2e9cc0f8c5,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00042.jpg","1-Dinas,1848-1879,LR1827",1555__M_00042.jpg,.jpg,645972,5c5d66c1ad541003d9dff449b95cb559,a163cea440e3e4d007d99870b793a6ba3c109663,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00042.jpg","1-Dinas,1848-1879,LR1827",.jpg,645972,5c5d66c1ad541003d9dff449b95cb559,a163cea440e3e4d007d99870b793a6ba3c109663,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00043.jpg","1-Dinas,1848-1879,LR1827",1555__M_00043.jpg,.jpg,620470,feb1594e55a6f6767a3ae9b7fb313064,1259f077595f3e9d45a41c5bb7562cadaf9ba5a7,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00043.jpg","1-Dinas,1848-1879,LR1827",.jpg,620470,feb1594e55a6f6767a3ae9b7fb313064,1259f077595f3e9d45a41c5bb7562cadaf9ba5a7,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00044.jpg","1-Dinas,1848-1879,LR1827",1555__M_00044.jpg,.jpg,651380,64cb1a29262a90fa074bb6b808046c4f,793488ac8d43bba095e926c76bc6c8ba4ddc6249,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00044.jpg","1-Dinas,1848-1879,LR1827",.jpg,651380,64cb1a29262a90fa074bb6b808046c4f,793488ac8d43bba095e926c76bc6c8ba4ddc6249,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00045.jpg","1-Dinas,1848-1879,LR1827",1555__M_00045.jpg,.jpg,598811,43a113f88ebcacd78be03a7e65695d1e,322a94b02ffa25eb4f5e5f152ea5323ca157551c,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00045.jpg","1-Dinas,1848-1879,LR1827",.jpg,598811,43a113f88ebcacd78be03a7e65695d1e,322a94b02ffa25eb4f5e5f152ea5323ca157551c,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00046.jpg","1-Dinas,1848-1879,LR1827",1555__M_00046.jpg,.jpg,595253,7022f229406ec68950be5bc3e0170baf,24f6213b9f6aae573e4bcaf774a53e3cfeacff09,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00046.jpg","1-Dinas,1848-1879,LR1827",.jpg,595253,7022f229406ec68950be5bc3e0170baf,24f6213b9f6aae573e4bcaf774a53e3cfeacff09,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00047.jpg","1-Dinas,1848-1879,LR1827",1555__M_00047.jpg,.jpg,597054,8ce3a75a504cb27059dc3a3631bfe382,45c9ef418e469338bd0af951482fadbff794783f,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00047.jpg","1-Dinas,1848-1879,LR1827",.jpg,597054,8ce3a75a504cb27059dc3a3631bfe382,45c9ef418e469338bd0af951482fadbff794783f,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00048.jpg","1-Dinas,1848-1879,LR1827",1555__M_00048.jpg,.jpg,596615,a918431ab044ad677b83ce79d4afc1e3,e3eea18259e4d928e0e642ac98a470a36afdea35,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00048.jpg","1-Dinas,1848-1879,LR1827",.jpg,596615,a918431ab044ad677b83ce79d4afc1e3,e3eea18259e4d928e0e642ac98a470a36afdea35,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00049.jpg","1-Dinas,1848-1879,LR1827",1555__M_00049.jpg,.jpg,604822,fc5e31cb9bd209c23e1aa40960ab5cb5,aa8a466f94cb0d705598f137a331bcf83125a39b,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00049.jpg","1-Dinas,1848-1879,LR1827",.jpg,604822,fc5e31cb9bd209c23e1aa40960ab5cb5,aa8a466f94cb0d705598f137a331bcf83125a39b,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00050.jpg","1-Dinas,1848-1879,LR1827",1555__M_00050.jpg,.jpg,598969,96957a714de06ff5f1af4f895623d51b,fc6e314e7c34b72431de23c03871454cba87adb9,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00050.jpg","1-Dinas,1848-1879,LR1827",.jpg,598969,96957a714de06ff5f1af4f895623d51b,fc6e314e7c34b72431de23c03871454cba87adb9,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00051.jpg","1-Dinas,1848-1879,LR1827",1555__M_00051.jpg,.jpg,583410,fe8527d1cfd17e1668b4bef3daad22c8,66e470ee1384311f11281509a3a574558d677ba9,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00051.jpg","1-Dinas,1848-1879,LR1827",.jpg,583410,fe8527d1cfd17e1668b4bef3daad22c8,66e470ee1384311f11281509a3a574558d677ba9,1,"Exact relative path, size, MD5, and SHA-1 match."
"1-Dinas,1848-1879,LR1827/images/1555__M_00052.jpg","1-Dinas,1848-1879,LR1827",1555__M_00052.jpg,.jpg,613931,aec15cd9e63f322f6c9165e38147972c,37b1a629fafd52c754c5b77389265685f16e4b55,exact_path_checksum_match,"1-Dinas,1848-1879,LR1827/images/1555__M_00052.jpg","1-Dinas,1848-1879,LR1827",.jpg,613931,aec15cd9e63f322f6c9165e38147972c,37b1a629fafd52c754c5b77389265685f16e4b55,1,"Exact relative path, size, MD5, and SHA-1 match."
